l_name,email,f_name,age,salary,height,interest,country,is_dirty
Suessmith,ucla.edu,Sakae,30,46628,168,Gaming,Germany,0
Ajjanagadde,gmu.edu,Kazumitsu,48,47711,166,Basketball,Israel,0
Milicia,umd.edu,Boris,51,55006,165,Painting,Samoa,0
Kotani,auth.gr,Hongzhong,46,36622,155,Poker,Denmark,0
Yadrick,sdsc.edu,Eswaran,31,50170,165,Swimming,Dominican Republic,0
Slaman,umich.edu,Liujian,35,52356,155,Writing,Somalia,0
Hanafy,poly.edu,Sihai,18,55110,167,Drawing,Bangladesh,0
Gevinti,cwru.edu,Juris,31,35801,185,Writing,Liechtenstein,0
Vidya,uqam.ca,Dongseung,40,57711,165,Hockey,Moldova,0
Ramanan,ualberta.ca,Keren,18,37299,155,Sculpting,Peru,0
Verelst,ernet.in,Yohsuke,30,50256,159,Running,Egypt,0
Troudi,ucf.edu,Daeweon,27,54806,167,Poker,Kiribati,0
Antonacci,umd.edu,Kazue,34,51031,155,Drawing,Italy,0
Zdrahal,uta.edu,Lama,26,52161,169,Cinema,Guinea,0
Landram,clustra.com,Vishwa,36,49660,169,Reading,Venezuela,0
Dehene,hitachi.com,Gabi,18,38639,161,Skating,Nigeria,0
Pelletier,edu.au,Ulf,30,46612,155,Football,Israel,0
Sivarajan,compaq.com,Judit,28,70664,159,Writing,Thailand,0
Wothke,ust.hk,Saso,21,41769,173,Piano,Tanzania,0
Aba,auc.dk,Eliot,18,51004,169,Running,Democratic Republic of Congo,0
Qureshi,intersys.com,Ronit,20,56159,167,Running,Sierra Leone,0
Milberg,bell-labs.com,Insup,42,42680,183,Basketball,Bhutan,0
Kees,llnl.gov,Alexandr,18,50440,160,Drums,St Lucia,0
Biolsi,microsoft.com,Aamod,30,61627,155,Basketball,Iceland,0
Nergos,forth.gr,Kirk,25,37669,176,Skating,Iran,0
Rabagliati,ualberta.ca,Ugo,41,53031,174,Gaming,Croatia,0
Anguilar,lehner.net,Egemen,18,51953,166,Soccer,Montenegro,0
Ballim,ucr.edu,Ingbert,62,35467,156,Travelling,Philippines,0
Sylla,cwru.edu,Wentai,28,48148,169,Photography,Turkmenistan,0
Rosendahl,sleepycat.com,Edwina,24,55430,173,Piano,Syria,0
Tsatalos,sds.no,Flaminia,36,62581,155,Soccer,Romania,0
Minea,umass.edu,Veroniek,42,33247,173,Tennis,Tuvalu,0
Voiskunskii,ubs.com,Shalini,19,46194,181,Painting,France,0
Marakhovsky,uu.se,Junko,18,52435,169,Basketball,San Marino,0
Parhami,toronto.edu,Sanjukta,22,56634,164,Programming,Lebanon,0
Nador,uic.edu,Lujuan,20,42066,164,Drawing,Honduras,0
Westby,toronto.edu,Chanderjit,18,48977,160,Soccer,Mauritius,0
Kuemmerle,wisc.edu,Xiaoye,48,59921,155,Basketball,Cuba,0
Weisenberg,auth.gr,Jeongyoujng,38,46569,162,Soccer,Saint Vincent and the Grenadines,0
McSherry,utexas.edu,Atte,41,53555,164,Travelling,Haiti,0
Dym,okcu.edu,Ophir,41,37556,159,Piano,Vatican City,0
Bhagavan,uwindsor.ca,Geetha,21,67478,162,Writing,Iceland,0
Chrzastowski,concordia.ca,Karakunakara,32,56162,158,Basketball,Vanuatu,0
Chimia,edu.sg,Prasan,38,50048,160,Drums,Sudan,0
Toyoshima,csufresno.edu,Kamakshi,68,49216,160,Swimming,Central African Rep,0
Rosti,att.com,Patrizio,35,57987,167,Soccer,Macedonia,0
Sabbagh,rpi.edu,Dechang,35,46016,156,Swimming,Malawi,0
Mitsuhashi,cwi.nl,Alfs,18,51771,171,Singing,Micronesia,0
Kessler,unbc.ca,Yunming,28,37903,190,Cinema,Gambia,0
Mormann,uni-muenchen.de,Taisei,59,54145,172,Basketball,Italy,0
Eterovic,solidtech.com,Tsuneharu,36,50856,167,Drawing,Bulgaria,0
Kocur,toronto.edu,Asha,29,63958,155,Blogging,Monaco,0
Rouse,toronto.edu,Arun,27,55553,164,Running,Trinidad and Tobago,0
Nanayakkara,ibm.com,Hirohide,36,49523,180,Football,Moldova,0
Zielinski,berkeley.edu,Gerri,37,62751,160,Hockey,Japan,0
Ghazalie,computer.org,Huajun,29,59067,156,Gaming,Myanmar,0
Chaudhuri,compaq.com,Funda,32,59712,183,Cinema,Senegal,0
Clouse,wisc.edu,Horia,36,54792,156,Gaming,Dominican Republic,0
Papastavrou,acm.org,Irit,18,47692,167,Skating,Ecuador,0
O'Reagan,crossgain.com,Kyunghee,45,64144,156,Travelling,Georgia,0
Bradac,oracle.com,Przemyslaw,18,45817,167,Reading,Mongolia,0
Sreenan,cabofalso.com,Qui,42,53189,189,Running,South Sudan,0
Wossner,ac.uk,Oswin,49,55325,175,Football,Tanzania,0
Straney,utexas.edu,Amstein,33,58680,155,Basketball,Turkmenistan,0
Simutis,cornell.edu,Youngmok,18,55306,173,Soccer,Moldova,0
Pocchiola,njit.edu,Zosimo,42,43682,160,Football,Suriname,0
Wegenkittl,du.edu,Mirsad,18,52668,174,Basketball,Somalia,0
Stamp,ac.be,Guozhen,56,67203,164,Volleyball,Netherlands,0
Gradel,uni-muenchen.de,Jeffery,27,53022,161,Running,Tuvalu,0
Lakoumentas,uwindsor.ca,Christa,32,46926,163,Poker,Bolivia,0
Keronen,sunysb.edu,Florina,27,47440,172,Travelling,Seychelles,0
Habermehl,lri.fr,Melliyal,18,61789,176,Reading,Guyana,0
Gyorkos,fsu.edu,Jianan,36,42100,170,Writing,Guyana,0
Bozinovic,baylor.edu,Zuzana,18,52168,161,Running,China,0
Pfleeger,msstate.edu,Oded,18,46474,192,Piano,Laos,0
Angelov,oracle.com,Rasiah,18,61557,163,Piano,Suriname,0
Cheiner,msn.com,Akhilish,54,62640,170,Swimming,East Timor,0
Stanion,umb.edu,Mathai,39,64059,163,Programming,Iceland,0
Honglei,csufresno.edu,Bernhard,53,37112,178,Drums,Denmark,0
Alt,evergreen.edu,Neda,43,56131,157,Football,Zambia,0
Desbois,upenn.edu,Michiharu,26,45512,183,Piano,Uganda,0
Mazenc,cnr.it,Stina,49,59874,155,Volleyball,Kenya,0
Krichel,msstate.edu,Haakon,53,41705,164,Volleyball,Sierra Leone,0
Mavaddat,cmu.edu,Mahadev,26,68582,162,Volleyball,Burundi,0
Wolovich,uwo.ca,Feixiong,18,49190,169,Running,Brazil,0
Duval,unf.edu,Oskari,33,38506,173,Football,Swaziland,0
Dar,indiana.edu,Atam,18,47182,169,Skating,Iraq,0
Riesenhuber,sfu.ca,Yekta,57,49527,158,Running,Morocco,0
Blinzer,gte.com,Brigitte,31,46694,175,Reading,Thailand,0
Rychly,gatech.edu,Fabrizio,54,64441,177,Reading,Kosovo,0
Nonnengart,forwiss.de,Yongmao,42,67307,188,Running,Sao Tome and Principe,0
Luiz,sybase.com,Rasa,39,53303,162,Poker,Zambia,0
Din,solidtech.com,Jiawen,18,51402,163,Programming,South Sudan,0
Mandelblit,brandeis.edu,Chizuko,43,63077,156,Piano,Canada,0
Wendel,stanford.edu,Engelbert,63,58672,169,Travelling,Central African Rep,0
Roohalamini,lbl.gov,Lusiana,18,53086,163,Programming,Mongolia,0
Kader,uni-muenster.de,Sait,47,50865,155,Swimming,Italy,0
Ogurol,ust.hk,Kamran,18,54388,155,Singing,Bhutan,0
Rudolf,msn.com,Domine,49,66537,163,Tennis,Estonia,0
Austing,zambeel.com,Polen,39,49035,197,Swimming,Jordan,0
Sreerama,umd.edu,Wubin,47,50991,181,Poker,Andorra,0
Kermarrec,washington.edu,Vara,50,50820,158,Basketball,Kosovo,0
Seaborn,acm.org,Aspi,30,40407,164,Travelling,Lesotho,0
DeTurk,auc.dk,Richara,47,63110,168,Tennis,Kosovo,0
Gradel,msstate.edu,Shem,35,55379,155,Drums,Tajikistan,0
Gerla,columbia.edu,Ezio,18,42451,170,Drums,South Sudan,0
Simoni,dec.com,Jodi,18,51858,177,Painting,Armenia,0
Tetongnon,ufl.edu,Ahuva,25,56581,163,Swimming,St Kitts and Nevis,0
Casotto,ou.edu,Marsja,22,52612,178,Poker,Italy,0
Elkadi,dauphine.fr,Faouzi,18,70362,167,Writing,East Timor,0
Baudet,uu.se,Yulu,33,51314,177,Gaming,Singapore,0
Bolloju,umich.edu,Masao,18,58589,193,Writing,Iraq,0
Kurino,intersys.com,Guna,18,59744,180,Swimming,South Sudan,0
Minot,nyu.edu,Tsunenori,51,39259,184,Football,Trinidad and Tobago,0
Heinze,ucdavis.edu,Nicole,40,57203,175,Swimming,Liberia,0
Gevinti,uni-mannheim.de,Daina,20,66359,155,Poker,St Kitts and Nevis,0
Viveros,sdsc.edu,Katsuto,40,49761,158,Hockey,Angola,0
Baaz,ualberta.ca,Shukri,53,45069,164,Programming,Switzerland,0
Kavaky,ac.be,Hans,25,55189,176,Basketball,Czech Republic,0
Tari,uga.edu,Valdiodio,19,41528,163,Writing,Barbados,0
Yuzhang,fsu.edu,Guillermo,24,60633,173,Basketball,Austria,0
Strasser,utexas.edu,Renaud,31,43281,172,Singing,Tunisia,0
Deutz,brown.edu,Yellamraju,18,51734,172,Drawing,Namibia,0
Fraisse,ac.jp,Dasu,48,39693,175,Guitar,Turkmenistan,0
Vaschenko,umich.edu,Alfs,18,60102,174,Piano,Angola,0
McAlister,sleepycat.com,Keung,38,33891,178,Piano,Guatemala,0
Friesem,concordia.ca,Aleksei,18,63366,166,Cinema,Tonga,0
Morrell,concentric.net,Torbjorn,23,51473,161,Tennis,Lithuania,0
Martella,sbphrd.com,Geert,28,43397,161,Programming,Peru,0
Friedetzky,edu.au,Yanggon,46,35711,184,Running,India,0
Renker,umkc.edu,Younghwan,38,44070,173,Skating,Mongolia,0
Lapis,telcordia.com,Shibu,36,39604,164,Painting,Uganda,0
Wool,brandeis.edu,Faye,18,53021,166,Blogging,Korea South,0
Reid,lri.fr,Margot,43,55558,184,Tennis,Nauru,0
Kavian,filemaker.com,Carmel,42,55119,176,Programming,Kosovo,0
Rauzy,stanford.edu,Orlando,21,44296,184,Blogging,Nauru,0
Mynatt,fsu.edu,Ananlada,33,49618,190,Sculpting,Iran,0
Preteux,ucla.edu,Bojan,20,68936,157,Drums,Niger,0
Schilier,unizh.ch,Meurig,32,36691,159,Volleyball,Finland,0
Weydert,hitachi.com,Veronik,24,64338,155,Writing,Tanzania,0
Antonisse,ou.edu,Aliasghar,32,58580,193,Football,Oman,0
Schwiegelshohn,uregina.ca,Urban,18,42214,157,Soccer,Yemen,0
Konuma,compaq.com,Benard,18,46613,166,Basketball,El Salvador,0
Pozo,uni-trier.de,Benedetto,18,42318,183,Soccer,Andorra,0
Hershey,rice.edu,Euiseob,31,49806,168,Running,Syria,0
Gargeya,edu.sg,Minkai,18,45877,156,Programming,Congo,0
Galand,nyu.edu,Krzysztof,18,68592,164,Guitar,Egypt,0
Sinderen,pitt.edu,Kow,50,44126,177,Travelling,Peru,0
Kasa,sfu.ca,Muhamed,35,51623,165,Drawing,Netherlands,0
Rios,unical.it,Geoffrey,18,39459,168,Soccer,Suriname,0
Lalanne,cohera.com,Krishnendu,34,44100,189,Drawing,Cameroon,0
Bean,umkc.edu,Helder,20,50891,172,Reading,Brazil,0
Goodwyn,versata.com,Xinglin,33,54772,174,Tennis,United States,0
Robson,telcordia.com,Sitki,62,58031,179,Reading,Switzerland,0
Rapin,yorku.ca,Kazutaki,28,64916,155,Drums,Slovakia,0
Grama,sds.no,Donn,18,78255,173,Soccer,Vatican City,0
Tierney,sunysb.edu,Loet,18,51166,187,Gaming,Angola,0
Babel,ust.hk,Traugot,60,28760,159,Drawing,Finland,0
Arcos,uregina.ca,Vencenzo,23,69082,164,Drawing,Poland,0
Stalnaker,prc.com,Xubo,42,50269,186,Running,Bosnia Herzegovina,0
Chiprout,informix.com,Adri,44,45959,166,Volleyball,Thailand,0
Brislawn,sbphrd.com,Masahiko,28,54366,173,Tennis,Georgia,0
Kienzler,uni-mb.si,Prabal,28,47913,173,Poker,Guinea,0
Gadbois,umich.edu,Quifan,48,44960,171,Drums,Guinea-Bissau,0
Pletat,umich.edu,Moustafa,19,55873,163,Poker,Belize,0
Montelius,pi.it,Einat,25,44171,166,Sculpting,Micronesia,0
Guha,rutgers.edu,Odette,24,52571,155,Gaming,Turkey,0
Fritzsche,ubs.com,Zito,39,49113,181,Writing,Poland,0
Scarborough,ab.ca,Lyndon,27,56075,155,Travelling,Morocco,0
Speckmann,indiana.edu,Eddie,19,46079,169,Painting,Mali,0
Goldsman,umb.edu,Yamin,18,42502,178,Drums,Syria,0
Saslan,uwo.ca,Razvan,32,45038,176,Guitar,Pakistan,0
Papaconstantinou,ucf.edu,Helger,41,35530,174,Singing,Nigeria,0
Luitjes,cmu.edu,Willy,20,44059,165,Drums,Peru,0
Guggino,clustra.com,Odette,68,65511,181,Sculpting,Iraq,0
Gohring,tue.nl,Tricia,46,34582,168,Blogging,Guyana,0
Broer,versata.com,Zicheng,29,47457,167,Hockey,India,0
Kshemkalyani,arizona.edu,Wynne,53,41891,169,Football,Fiji,0
Mackaness,clarkson.edu,Richard,47,44564,174,Drums,Moldova,0
Yuval,microsoft.com,Vishesh,18,42059,160,Piano,Slovenia,0
Sezak,cabofalso.com,Kailish,26,47910,158,Blogging,Samoa,0
Pesotchinsky,broadquest.com,Aito,45,49978,155,Gaming,Grenada,0
Lipsky,temple.edu,Ponnarasu,45,49210,155,Swimming,France,0
Xanthopoulos,airmail.net,Andres,19,43729,155,Soccer,Cameroon,0
Schmies,panasonic.com,Amokrane,24,60226,170,Basketball,Cape Verde,0
Trimble,cmu.edu,Wally,37,47907,166,Programming,Algeria,0
Starr,umkc.edu,Sabrina,26,47541,178,Travelling,Bolivia,0
Kuchlein,edu.au,Kent,36,62616,180,Reading,Israel,0
Zercher,uni-muenchen.de,Tessa,44,29720,172,Swimming,Nicaragua,0
Kriegman,bellatlantic.net,Chatschik,28,53381,178,Drums,Tajikistan,0
Malaika,bell-labs.com,Mustapha,40,55015,166,Drums,Azerbaijan,0
Herner,cnr.it,Kersti,18,42187,178,Swimming,Guatemala,0
Boville,unf.edu,Tayloe,33,49745,173,Swimming,Moldova,0
Zajac,zambeel.com,Aloys,18,44739,165,Singing,Mauritius,0
Rauen,computer.org,Antonije,32,45544,155,Tennis,Panama,0
Zartmann,edu.cn,Barney,18,49235,155,Painting,Mali,0
Schwantner,microsoft.com,Shaye,39,51293,171,Blogging,Uruguay,0
Berbert,cornell.edu,ChingYen,19,58522,168,Blogging,Cyprus,0
Eyal,nodak.edu,Nobuyoshi,28,38091,168,Running,Yemen,0
Suwunboriruksa,sybase.com,Jaroslav,25,48874,155,Drums,Sweden,0
Dinkloh,lehner.net,Pak,19,53180,169,Singing,Japan,0
Arbib,emc.com,Synnove,26,45654,158,Drums,Montenegro,0
Lipper,toronto.edu,Arnon,18,69823,182,Cinema,Georgia,0
Burgess,uni-muenchen.de,Asbjorn,18,39381,170,Travelling,Malta,0
Hasker,umich.edu,Luis,35,37139,174,Drums,Guyana,0
Cox,ask.com,Osni,33,37966,155,Tennis,Estonia,0
Gebele,uregina.ca,Insung,22,70369,156,Sculpting,Bolivia,0
Llewellyn,ncr.com,Weiguo,18,59181,185,Singing,Papua New Guinea,0
Sorribes,filemaker.com,Prabakar,46,55484,155,Drums,Tonga,0
Kaminer,lehner.net,Douglas,47,48641,155,Guitar,Dominican Republic,0
Wray,gmu.edu,Sitvanit,21,53189,167,Blogging,Niger,0
Hambrick,temple.edu,Tessa,18,49603,189,Basketball,Malawi,0
Suzaki,uu.se,Jovisa,60,42533,174,Painting,Vatican City,0
Biron,pitt.edu,Maartje,37,47495,183,Poker,Greece,0
Janardhan,newpaltz.edu,Tapio,18,34935,173,Guitar,Belgium,0
Preishuber,nwu.edu,Aylmer,28,37507,184,Drawing,Pakistan,0
Simha,uwindsor.ca,Tatsuya,18,59431,168,Football,Burundi,0
Neuwirth,ab.ca,Yinfeng,18,57374,163,Hockey,Netherlands,0
Logrippo,clustra.com,Adin,39,46191,177,Volleyball,Liechtenstein,0
Rennels,ubs.com,Beatriz,40,30209,155,Photography,Colombia,0
Fawaz,csufresno.edu,Abderrazak,45,53822,176,Swimming,Nauru,0
McGuffin,ntua.gr,Ryszard,43,46922,171,Cinema,Sierra Leone,0
Nuth,ncr.com,Shinin,18,50351,167,Running,Turkmenistan,0
Ophelders,okcu.edu,Saimond,46,52130,155,Cinema,Niger,0
Basler,umb.edu,Ranabir,22,48378,155,Blogging,Congo,0
Petho,ntua.gr,Harjit,49,45033,166,Football,Barbados,0
Poll,ubs.com,Jiyun,18,57217,161,Basketball,Iraq,0
Rhyne,uga.edu,Cris,20,41122,155,Skating,Dominica,0
Baldan,uwo.ca,Soumya,44,54718,166,Guitar,Serbia,0
Huhdanpaa,oracle.com,Toni,43,49847,164,Piano,Luxembourg,0
Ausiello,concordia.ca,Zhichen,57,42094,162,Volleyball,Liechtenstein,0
Sezan,uwaterloo.ca,Hongjing,26,67793,171,Piano,Luxembourg,0
Piitulainen,umkc.edu,Farrokh,28,47451,155,Football,Costa Rica,0
Ravindranathan,auth.gr,Anupam,33,40823,185,Guitar,Israel,0
Schamber,inria.fr,Lukas,26,62963,161,Tennis,France,0
Antin,newpaltz.edu,Waseem,18,56795,170,Singing,Nigeria,0
Iorio,ucd.ie,Julien,29,35054,169,Programming,Indonesia,0
Amsterdam,llnl.gov,Tomonari,23,54531,155,Football,Peru,0
Guojun,csufresno.edu,Leana,20,51709,156,Poker,Georgia,0
Spirkovska,nwu.edu,Concettina,18,45392,180,Painting,Macedonia,0
McCue,computer.org,Terje,18,43034,165,Skating,Greece,0
Korgen,uni-muenster.de,Haijo,39,55464,168,Singing,Colombia,0
Lafouge,concentric.net,Nadeem,30,57319,171,Reading,Angola,0
Brunn,temple.edu,Deepali,36,39971,158,Singing,Belize,0
Rector,concordia.ca,Benton,39,38689,160,Swimming,Serbia,0
Dershowitz,usa.net,Akinori,38,46026,159,Drawing,Kiribati,0
Litzler,sun.com,Arnould,24,36188,178,Blogging,Guyana,0
Pederson,nwu.edu,Billur,30,53312,157,Volleyball,Bosnia Herzegovina,0
Tsotras,lante.com,Yuchen,18,37502,173,Guitar,East Timor,0
Hitchens,intersys.com,Naveena,48,46349,169,Singing,Malaysia,0
Obtulowicz,auc.dk,Tomofumi,18,59811,155,Programming,Eritrea,0
Thees,rice.edu,Surveyors',18,46886,157,Football,Albania,0
Erbe,njit.edu,Masahisa,43,53511,156,Piano,Costa Rica,0
Faron,uqam.ca,Kukhamay,29,40812,163,Writing,Cuba,0
Rosenbaum,duke.edu,Shinobu,30,61711,174,Volleyball,Tajikistan,0
Wool,uta.edu,Pirooz,28,47188,180,Football,San Marino,0
Melville,sfu.ca,Rasiah,28,43883,160,Gaming,Estonia,0
Barriere,prc.com,Mai,22,45635,167,Poker,Macedonia,0
Malkhi,smu.edu,Hovav,18,37072,166,Basketball,Sudan,0
Loulergue,verity.com,Alongkrit,31,49378,155,Sculpting,Guyana,0
Kurbel,earthlink.net,Surveyors',34,48599,182,Guitar,Iran,0
Blokdijk,uga.edu,Baoqiu,37,59203,158,Programming,Venezuela,0
Sinicrope,nyu.edu,Ina,18,50833,156,Poker,Ecuador,0
Pleszkun,upenn.edu,Yunmook,18,46017,167,Skating,Sudan,0
Bael,co.jp,Gladys,25,54426,165,Sculpting,Italy,0
Poursepanj,csufresno.edu,Phule,18,53618,168,Drawing,Portugal,0
Giguere,edu.sg,Vasanth,31,57877,163,Photography,Tanzania,0
Arens,auth.gr,Perry,32,40973,194,Swimming,Kiribati,0
Manchala,co.in,Farrokh,18,45590,176,Piano,Madagascar,0
Poursepanj,uiuc.edu,Oksana,27,73034,166,Piano,Syria,0
Colignon,solidtech.com,Adas,18,30283,164,Running,Ivory Coast,0
Milis,sdsc.edu,Nayeem,21,53126,173,Soccer,Gambia,0
Erbach,duke.edu,Rene,35,57797,155,Running,Albania,0
Culetu,evergreen.edu,Ravinder,37,31049,155,Painting,Mali,0
Worley,evergreen.edu,Yogeesh,18,52907,172,Drawing,Uganda,0
Grant,uni-freiburg.de,Borje,37,56990,168,Singing,Grenada,0
Mirandola,uni-muenchen.de,Gesualdo,30,43517,172,Football,Georgia,0
Fusaschi,ul.pt,Kazutaka,26,52728,167,Photography,Georgia,0
Heijes,labs.com,Vijnan,37,58542,167,Gaming,Turkmenistan,0
Valtchev,uni-mannheim.de,Shuguang,18,47679,174,Volleyball,United Kingdom,0
Schmiedel,uu.se,Yishay,46,33414,164,Reading,Madagascar,0
McCluskey,ubs.com,Ferran,34,67159,155,Soccer,Eritrea,0
Simoni,yorku.ca,Pranay,18,55533,180,Football,Rwanda,0
Dicks,ucla.edu,Aya,24,57658,168,Skating,Maldives,0
Razaz,uu.se,Amynmohamed,50,38340,179,Blogging,Iraq,0
Bays,ac.kr,Hyeongil,22,44019,167,Hockey,China,0
Sandin,pi.it,Kart,28,60767,181,Programming,China,0
Nagasaki,ucf.edu,Ranan,20,62567,160,Basketball,Syria,0
Leinwand,sunysb.edu,Masatsugu,20,44397,171,Soccer,Bosnia Herzegovina,0
Meketon,usa.net,Shreekant,18,44085,174,Singing,Myanmar,0
Royce,ibm.com,Cortes,33,41895,179,Writing,Sudan,0
Cooman,nodak.edu,Mattias,26,55517,168,Painting,Lebanon,0
Akella,co.in,Sonne,26,37275,187,Singing,Eritrea,0
Nassif,umich.edu,Srilekha,65,55945,170,Cinema,Honduras,0
Pavlotskaya,ufl.edu,Nicolau,42,46486,174,Soccer,Belize,0
Crelier,umass.edu,Shing,56,57623,180,Photography,Bolivia,0
Schaeffer,csufresno.edu,Yanjie,37,61458,178,Gaming,Russian Federation,0
Chesneaux,verity.com,Duangkaew,21,40276,157,Blogging,Kuwait,0
Lohberger,uta.edu,Hungshiung,18,44886,173,Programming,Bolivia,0
Daelemans,uni-muenchen.de,Eckart,25,52984,165,Tennis,Congo,0
Kisielewicz,earthlink.net,Wassili,25,41963,167,Writing,Yemen,0
Arrabito,ufl.edu,Tanya,41,51744,159,Hockey,Palau,0
Dilger,conclusivestrategies.com,Lougie,36,55980,173,Photography,Sweden,0
Simon,msstate.edu,Amund,18,42160,166,Basketball,Niger,0
Averboch,nyu.edu,Narasimha,18,34842,173,Skating,Nauru,0
Michalakopoulos,imag.fr,Nunzio,52,70355,178,Reading,France,0
Kruse,mit.edu,Huu,27,46994,155,Cinema,Cambodia,0
Kliger,sun.com,Silvio,18,56574,162,Blogging,Burkina,0
Ylonen,crossgain.com,Sathis,29,47748,163,Running,Antigua and Barbuda,0
Osman,uga.edu,Barton,18,44077,169,Singing,Chile,0
Scopinich,ul.pt,Garnik,32,57578,163,Drawing,Switzerland,0
Treseler,baylor.edu,Ishwar,18,46375,171,Hockey,Finland,0
Kelb,cnr.it,Orna,27,57939,155,Drawing,Hungary,0
Blue,telcordia.com,Hidde,29,58513,180,Drums,Belgium,0
Tashiro,okcu.edu,Derek,44,54896,160,Guitar,Papua New Guinea,0
Lafont,indiana.edu,Doyle,27,50006,155,Photography,Malta,0
Whiteman,rutgers.edu,Yohko,44,58889,172,Photography,Korea South,0
Sawaya,sun.com,Badrinath,35,47496,161,Sculpting,Swaziland,0
Gascon,ubs.com,Tripurari,37,39549,174,Poker,France,0
Dumke,washington.edu,Valery,28,40539,168,Football,St Kitts and Nevis,0
Cherfaoui,umass.edu,Yeona,63,40958,185,Football,Palau,0
Ambroszkiewicz,edu.hk,Adarsh,18,44982,155,Tennis,Bahrain,0
Pashtan,lante.com,Yongwha,18,60062,179,Painting,Bulgaria,0
Bernatsky,uwindsor.ca,Shimei,51,43782,170,Drums,Italy,0
Lubarsky,uga.edu,Pierfrancesco,45,30850,169,Volleyball,Cuba,0
Voisard,uni-muenchen.de,Elpida,18,51089,169,Swimming,Tanzania,0
Heinisuo,pitt.edu,Amabile,39,54085,166,Programming,Russian Federation,0
Karl,duke.edu,Algimantas,23,37674,155,Cinema,Nicaragua,0
Hatsagi,infomix.com,Ridha,46,49182,174,Drums,Nicaragua,0
Phoa,ac.be,Zhibiao,34,51346,177,Basketball,Slovenia,0
Choinski,cornell.edu,LiWu,34,27052,164,Travelling,Greece,0
Artiges,cabofalso.com,Kristof,24,52885,156,Tennis,Malta,0
Meilijson,ac.be,Chihming,40,47827,172,Gaming,Brazil,0
Bittan,computer.org,Armen,28,47866,177,Poker,Uzbekistan,0
Tipping,airmail.net,Minh,22,44139,172,Hockey,Korea South,0
Pommert,uga.edu,Loys,18,55119,169,Basketball,Germany,0
Bonacina,cwru.edu,Phong,31,52913,166,Piano,Greece,0
Remy,ncr.com,Fuqing,62,37768,163,Reading,Sierra Leone,0
Windeknecht,rwth-aachen.de,Guijun,19,67847,161,Basketball,Bhutan,0
Gulik,co.in,Domenico,30,49727,187,Basketball,Belize,0
Meszaros,umass.edu,Helder,18,47090,193,Tennis,Trinidad and Tobago,0
Redmiles,edu.cn,Darlene,46,55677,171,Soccer,Cuba,0
Sloman,uqam.ca,Kou,18,51163,163,Hockey,Rwanda,0
Stavenow,tue.nl,Ake,49,30084,160,Programming,Gambia,0
Ruffo,ucd.ie,Ramachandra,40,47983,180,Blogging,Macedonia,0
Reiher,ibm.com,Marc,34,34524,155,Basketball,Finland,0
Marchok,uni-trier.de,Orazio,55,46859,172,Travelling,Jordan,0
Canepa,ac.be,Sylvian,18,53477,164,Writing,Congo,0
Lafond,lante.com,Wassili,18,50823,155,Poker,Serbia,0
Carroll,bell-labs.com,Edin,52,52415,160,Volleyball,Estonia,0
Acklen,co.in,Yukari,18,40482,181,Basketball,Chile,0
Nemeti,lucent.com,Hidde,30,60728,155,Writing,Libya,0
Blinzer,neu.edu,Saurabh,36,37246,177,Blogging,East Timor,0
Hertzberg,uwindsor.ca,Quingbo,32,35337,167,Hockey,Madagascar,0
Undy,tue.nl,Dugki,26,72492,173,Basketball,El Salvador,0
Mahnke,co.in,Mathias,47,54510,177,Poker,Qatar,0
Weisler,computer.org,Cirano,45,45466,163,Skating,Monaco,0
Ioroi,uni-freiburg.de,Raquel,18,41430,171,Programming,Netherlands,0
Carro,poly.edu,Stanley,36,64932,174,Blogging,Solomon Islands,0
Faletti,uwo.ca,Rosana,33,54079,170,Writing,Cuba,0
Wabbi,cohera.com,Abdelmadjid,26,44808,178,Piano,Palau,0
Agnew,filelmaker.com,Vitor,18,49942,168,Programming,Cameroon,0
Leach,conclusivestrategies.com,Diogenes,18,55675,168,Blogging,Brazil,0
Feierbach,savera.com,Kathleen,25,60015,155,Drums,Serbia,0
Rollins,co.jp,Cathy,18,54220,172,Cinema,Cyprus,0
Panagaden,ubs.com,Kish,41,54791,162,Piano,Haiti,0
Brahme,auth.gr,Krishnamurthy,18,44251,174,Painting,Australia,0
Semmler,edu.hk,Hank,31,46575,171,Writing,Iceland,0
Munos,sdsc.edu,Jianzhang,57,64184,164,Football,Tajikistan,0
Ermakov,telcordia.com,Hal,18,53867,171,Photography,Ethiopia,0
Messick,msstate.edu,Ali,52,51494,172,Travelling,Vietnam,0
Boy,bellatlantic.net,Oliviero,34,53459,167,Writing,Syria,0
Been,uni-muenchen.de,Averill,46,54191,170,Football,Dominica,0
Farrag,crossgain.com,Albrecht,18,48156,177,Tennis,Ukraine,0
Damm,uregina.ca,Munehiko,38,38509,186,Painting,Romania,0
Lebib,cwru.edu,Raanan,45,48840,155,Painting,Kazakhstan,0
Jacopini,uwaterloo.ca,Ushio,39,54649,178,Skating,Denmark,0
Nations,lucent.com,Maryam,40,72553,171,Painting,Nepal,0
Kubert,acm.org,Shaker,36,45084,175,Swimming,Cambodia,0
Stirpe,concordia.ca,Sanja,35,42930,170,Writing,Cambodia,0
Hamblin,verity.com,Christelle,18,48621,175,Blogging,Nicaragua,0
Banach,ernet.in,Teruya,19,44683,170,Blogging,Solomon Islands,0
